split,seed,target_prev,fold,model,train_prev_effective,test_prev,auroc,ap,brier,best_params
S1,1006,-1.0,2,extratrees,0.025477141588992454,0.02521306818181818,0.9712204007285974,0.5840080015850982,0.01756808416193182,"{""clf__max_depth"": null}"
S1,1006,-1.0,3,lr_l2,0.025477141588992454,0.02521306818181818,0.9153390287077658,0.4793295682543361,0.017548761591729682,"{""clf__C"": 10.0}"
S1,1006,-1.0,3,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.907057646424998,0.483160861299802,0.017352366985153397,"{""clf__C"": 1.0}"
S1,1006,-1.0,3,rf,0.025477141588992454,0.02521306818181818,0.9415377510967444,0.5401222754997153,0.017088590001578283,"{""clf__max_depth"": null}"
S1,1006,-1.0,3,xgb,0.025477141588992454,0.02521306818181818,0.9504245875984505,0.5818878857189073,0.016171902735907896,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1006,-1.0,3,extratrees,0.025477141588992454,0.02521306818181818,0.9388850406629212,0.5257577277400749,0.01772585523200758,"{""clf__max_depth"": null}"
S1,1006,-1.0,4,lr_l2,0.025388371060807814,0.02556818181818182,0.9265468091998705,0.4549469967651363,0.01798257624867289,"{""clf__C"": 1.0}"
S1,1006,-1.0,4,svm_linear_cal,0.025388371060807814,0.02556818181818182,0.9123947197926789,0.4599281925385835,0.01771869133989898,"{""clf__C"": 1.0}"
S1,1006,-1.0,4,rf,0.025388371060807814,0.02556818181818182,0.9510750728862973,0.5354481230636768,0.01707448705808081,"{""clf__max_depth"": null}"
S1,1006,-1.0,4,xgb,0.025388371060807814,0.02556818181818182,0.9530136459345643,0.5074765844659531,0.017738468590670197,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1006,-1.0,4,extratrees,0.025388371060807814,0.02556818181818182,0.9483494290573372,0.5059083557787563,0.017943109809027778,"{""clf__max_depth"": null}"
S1,1006,-1.0,5,lr_l2,0.025388371060807814,0.02556818181818182,0.9237174036281178,0.5106084952686741,0.016899348003837918,"{""clf__C"": 0.1}"
S1,1006,-1.0,5,svm_linear_cal,0.025388371060807814,0.02556818181818182,0.9169906057661159,0.5080824530163913,0.016952001514651774,"{""clf__C"": 0.1}"
S1,1006,-1.0,5,rf,0.025388371060807814,0.02556818181818182,0.9526795837382572,0.5500785370212112,0.01762563112693792,"{""clf__max_depth"": 6}"
S1,1006,-1.0,5,xgb,0.025388371060807814,0.02556818181818182,0.9620232021379981,0.6222309621612525,0.014894151462210571,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 3}"
S1,1006,-1.0,5,extratrees,0.025388371060807814,0.02556818181818182,0.9452542921930678,0.5503097901588031,0.017452909958964646,"{""clf__max_depth"": null}"
S1,1007,-1.0,1,lr_l2,0.025390625,0.025559105431309903,0.8962102813195709,0.44622567820378567,0.01859423999813435,"{""clf__C"": 0.1}"
S1,1007,-1.0,1,svm_linear_cal,0.025390625,0.025559105431309903,0.8949554746002835,0.45920051236858456,0.018717360177866366,"{""clf__C"": 0.1}"
S1,1007,-1.0,1,rf,0.025390625,0.025559105431309903,0.9555049585104229,0.5890922290357011,0.016670301209337143,"{""clf__max_depth"": 12}"
S1,1007,-1.0,1,xgb,0.025390625,0.025559105431309903,0.9582523780611213,0.6093515796516206,0.015665136092649412,"{""clf__learning_rate"": 0.05, ""clf__max_depth"": 5}"
S1,1007,-1.0,1,extratrees,0.025390625,0.025559105431309903,0.949448492208055,0.5580418052040867,0.018443249747881398,"{""clf__max_depth"": 12}"
S1,1007,-1.0,2,lr_l2,0.025477141588992454,0.02521306818181818,0.9275404705097616,0.4931630928527442,0.017331258894456268,"{""clf__C"": 1.0}"
S1,1007,-1.0,2,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.925801072372303,0.5240916729088804,0.01694240635989291,"{""clf__C"": 0.1}"
S1,1007,-1.0,2,rf,0.025477141588992454,0.02521306818181818,0.9627440416634598,0.5837769999886714,0.01637611682581817,"{""clf__max_depth"": 12}"
S1,1007,-1.0,2,xgb,0.025477141588992454,0.02521306818181818,0.9653197875779266,0.5779732544811579,0.01564167711211787,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 3}"
S1,1007,-1.0,2,extratrees,0.025477141588992454,0.02521306818181818,0.9634495497575618,0.5963494765190394,0.016857263060290405,"{""clf__max_depth"": null}"
S1,1007,-1.0,3,lr_l2,0.025477141588992454,0.02521306818181818,0.895389825290541,0.48239989812342526,0.017060161221795548,"{""clf__C"": 1.0}"
S1,1007,-1.0,3,svm_linear_cal,0.025477141588992454,0.02521306818181818,0.8924138638754202,0.48630476681239704,0.017235268645007292,"{""clf__C"": 1.0}"
S1,1007,-1.0,3,rf,0.025477141588992454,0.02521306818181818,0.9513199415069653,0.573651798457518,0.016369209674873736,"{""clf__max_depth"": null}"
S1,1007,-1.0,3,xgb,0.025477141588992454,0.02521306818181818,0.9632827932989558,0.5539841394120724,0.016418643204183687,"{""clf__learning_rate"": 0.03, ""clf__max_depth"": 5}"
S1,1007,-1.0,3,extratrees,0.025477141588992454,0.02521306818181818,0.9468790887400909,0.5340194189065907,0.018186282173301635,"{""clf__max_depth"": 12}"
S1,1007,-1.0,4,lr_l2,0.025388371060807814,0.02556818181818182,0.9091452057013282,0.4723274104588481,0.01748792656459687,"{""clf__C"": 10.0}"
